br.gov.dpf.epol.unidade.pojo.apenso.ApensoTest testAddIdPeca   ,   br/gov/dpf/epol/unidade/pojo/envolvido/MembroEmpresaTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.TelefoneTestCase testConstrutor   ,   br/gov/dpf/epol/pojo/envolvido/Telefone
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/TelefoneTestCase
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/envolvido/Telefone
br.gov.dpf.epol.unidade.pojo.envolvido.TelefoneTestCase testEquals   ,   br/gov/dpf/epol/unidade/pojo/envolvido/TelefoneTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.TelefoneTestCase testEquals   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.TelefoneTestCase testEquals   ,   br/gov/dpf/epol/pojo/envolvido/Telefone
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/TelefoneTestCase
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/envolvido/Telefone
br.gov.dpf.epol.unidade.pojo.envolvido.TelefoneTestCase testHashCode   ,   br/gov/dpf/epol/unidade/pojo/envolvido/TelefoneTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.TelefoneTestCase testHashCode   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.TelefoneTestCase testHashCode   ,   br/gov/dpf/epol/pojo/envolvido/Telefone
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/OABTestCase
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/envolvido/OAB
br.gov.dpf.epol.unidade.pojo.envolvido.OABTestCase testConstrutor   ,   br/gov/dpf/epol/pojo/envolvido/SituacaoOAB
br.gov.dpf.epol.unidade.pojo.envolvido.OABTestCase testConstrutor   ,   br/gov/dpf/epol/unidade/pojo/envolvido/OABTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.OABTestCase testConstrutor   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.OABTestCase testConstrutor   ,   br/gov/dpf/epol/pojo/envolvido/OAB
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/OABTestCase
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/envolvido/OAB
br.gov.dpf.epol.unidade.pojo.envolvido.OABTestCase testEquals   ,   br/gov/dpf/epol/unidade/pojo/envolvido/OABTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.OABTestCase testEquals   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.OABTestCase testEquals   ,   br/gov/dpf/epol/pojo/envolvido/OAB
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/OABTestCase
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/envolvido/OAB
br.gov.dpf.epol.unidade.pojo.envolvido.OABTestCase testHashCode   ,   br/gov/dpf/epol/unidade/pojo/envolvido/OABTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.OABTestCase testHashCode   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.OABTestCase testHashCode   ,   br/gov/dpf/epol/pojo/envolvido/OAB
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/MembroEmpresaTestCase
   ,   br/gov/dpf/epol/pojo/envolvido/MembroEmpresa
   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.MembroEmpresaTestCase testConstrutor   ,   br/gov/dpf/epol/unidade/pojo/envolvido/MembroEmpresaTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.MembroEmpresaTestCase testConstrutor   ,   br/gov/dpf/epol/pojo/envolvido/MembroEmpresa
br.gov.dpf.epol.unidade.pojo.envolvido.MembroEmpresaTestCase testConstrutor   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
br.gov.dpf.epol.unidade.pojo.envolvido.MembroEmpresaTestCase testConstrutor   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
br.gov.dpf.epol.unidade.pojo.envolvido.MembroEmpresaTestCase testConstrutor   ,   br/gov/dpf/epol/pojo/Auditavel
br.gov.dpf.epol.unidade.pojo.envolvido.MembroEmpresaTestCase testConstrutor   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.MembroEmpresaTestCase testConstrutor   ,   br/gov/dpf/epol/pojo/envolvido/TipoEnvolvimentoMembro
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/MembroEmpresaTestCase
   ,   br/gov/dpf/epol/pojo/envolvido/MembroEmpresa
   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.MembroEmpresaTestCase testEquals   ,   br/gov/dpf/epol/unidade/pojo/envolvido/MembroEmpresaTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.MembroEmpresaTestCase testEquals   ,   br/gov/dpf/epol/pojo/envolvido/MembroEmpresa
br.gov.dpf.epol.unidade.pojo.envolvido.MembroEmpresaTestCase testEquals   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
br.gov.dpf.epol.unidade.pojo.envolvido.MembroEmpresaTestCase testEquals   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
br.gov.dpf.epol.unidade.pojo.envolvido.MembroEmpresaTestCase testEquals   ,   br/gov/dpf/epol/pojo/Auditavel
br.gov.dpf.epol.unidade.pojo.envolvido.MembroEmpresaTestCase testEquals   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/MembroEmpresaTestCase
   ,   br/gov/dpf/epol/pojo/envolvido/MembroEmpresa
   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.MembroEmpresaTestCase testHashCode   ,   br/gov/dpf/epol/unidade/pojo/envolvido/MembroEmpresaTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.MembroEmpresaTestCase testHashCode   ,   br/gov/dpf/epol/pojo/envolvido/MembroEmpresa
br.gov.dpf.epol.unidade.pojo.envolvido.MembroEmpresaTestCase testHashCode   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/envolvido/OutroNome
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/OutroNomeTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.OutroNomeTestCase testConstrutor   ,   br/gov/dpf/epol/pojo/envolvido/OutroNome
br.gov.dpf.epol.unidade.pojo.envolvido.OutroNomeTestCase testConstrutor   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.OutroNomeTestCase testConstrutor   ,   br/gov/dpf/epol/pojo/envolvido/TipoOutroNome
br.gov.dpf.epol.unidade.pojo.envolvido.OutroNomeTestCase testConstrutor   ,   br/gov/dpf/epol/unidade/pojo/envolvido/OutroNomeTestCase
   ,   br/gov/dpf/epol/pojo/envolvido/OutroNome
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/OutroNomeTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.OutroNomeTestCase testEquals   ,   br/gov/dpf/epol/pojo/envolvido/OutroNome
br.gov.dpf.epol.unidade.pojo.envolvido.OutroNomeTestCase testEquals   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.OutroNomeTestCase testEquals   ,   br/gov/dpf/epol/unidade/pojo/envolvido/OutroNomeTestCase
   ,   br/gov/dpf/epol/pojo/envolvido/OutroNome
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/OutroNomeTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.OutroNomeTestCase testHashCode   ,   br/gov/dpf/epol/pojo/envolvido/OutroNome
br.gov.dpf.epol.unidade.pojo.envolvido.OutroNomeTestCase testHashCode   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.OutroNomeTestCase testHashCode   ,   br/gov/dpf/epol/unidade/pojo/envolvido/OutroNomeTestCase
   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
   ,   br/gov/dpf/epol/pojo/Auditavel
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DadosAdvogadoTest
   ,   br/gov/dpf/epol/pojo/envolvido/DadosAdvogado
   ,   br/gov/dpf/epol/pojo/envolvido/OAB
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testAdvogadosDiferentes   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testAdvogadosDiferentes   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testAdvogadosDiferentes   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testAdvogadosDiferentes   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DadosAdvogadoTest
   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
   ,   br/gov/dpf/epol/pojo/Auditavel
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DadosAdvogadoTest
   ,   br/gov/dpf/epol/pojo/envolvido/DadosAdvogado
   ,   br/gov/dpf/epol/pojo/envolvido/OAB
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testAdvogadosIguais   ,   br/gov/dpf/epol/util/Utils
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testAdvogadosIguais   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testAdvogadosIguais   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testAdvogadosIguais   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testAdvogadosIguais   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DadosAdvogadoTest
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testAdvogadosIguais   ,   br/gov/dpf/epol/pojo/envolvido/DadosAdvogado
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testAdvogadosIguais   ,   br/gov/dpf/epol/pojo/envolvido/OAB
   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
   ,   br/gov/dpf/epol/pojo/Auditavel
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DadosAdvogadoTest
   ,   br/gov/dpf/epol/pojo/envolvido/DadosAdvogado
   ,   br/gov/dpf/epol/pojo/envolvido/OAB
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testConstanciaHashCode   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testConstanciaHashCode   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testConstanciaHashCode   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testConstanciaHashCode   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DadosAdvogadoTest
   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
   ,   br/gov/dpf/epol/pojo/Auditavel
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DadosAdvogadoTest
   ,   br/gov/dpf/epol/pojo/envolvido/DadosAdvogado
   ,   br/gov/dpf/epol/pojo/envolvido/OAB
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testEqualsReflexividade   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testEqualsReflexividade   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testEqualsReflexividade   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DadosAdvogadoTest
   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
   ,   br/gov/dpf/epol/pojo/Auditavel
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DadosAdvogadoTest
   ,   br/gov/dpf/epol/pojo/envolvido/DadosAdvogado
   ,   br/gov/dpf/epol/pojo/envolvido/OAB
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testEqualsSimetria   ,   br/gov/dpf/epol/util/Utils
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testEqualsSimetria   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testEqualsSimetria   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testEqualsSimetria   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testEqualsSimetria   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DadosAdvogadoTest
   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
   ,   br/gov/dpf/epol/pojo/Auditavel
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DadosAdvogadoTest
   ,   br/gov/dpf/epol/pojo/envolvido/DadosAdvogado
   ,   br/gov/dpf/epol/pojo/envolvido/OAB
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testHashCode   ,   br/gov/dpf/epol/util/Utils
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testHashCode   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testHashCode   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testHashCode   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testHashCode   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DadosAdvogadoTest
   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
   ,   br/gov/dpf/epol/pojo/Auditavel
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DadosAdvogadoTest
   ,   br/gov/dpf/epol/pojo/envolvido/DadosAdvogado
   ,   br/gov/dpf/epol/pojo/envolvido/OAB
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testHashCodeDiferente   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testHashCodeDiferente   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testHashCodeDiferente   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testHashCodeDiferente   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DadosAdvogadoTest
   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
   ,   br/gov/dpf/epol/pojo/Auditavel
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DadosAdvogadoTest
   ,   br/gov/dpf/epol/pojo/envolvido/DadosAdvogado
   ,   br/gov/dpf/epol/pojo/envolvido/OAB
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testHashSet   ,   br/gov/dpf/epol/util/Utils
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testHashSet   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testHashSet   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testHashSet   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.DadosAdvogadoTest testHashSet   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DadosAdvogadoTest
   ,   br/gov/dpf/epol/pojo/envolvido/Documento
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DocumentoTestCase
   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testConstrutor   ,   br/gov/dpf/epol/util/Utils
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testConstrutor   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testConstrutor   ,   br/gov/dpf/epol/pojo/envolvido/Documento
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testConstrutor   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DocumentoTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testConstrutor   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testConstrutor   ,   br/gov/dpf/epol/pojo/Auditavel
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testConstrutor   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/envolvido/Documento
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DocumentoTestCase
   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testEquals   ,   br/gov/dpf/epol/util/Utils
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testEquals   ,   br/gov/dpf/epol/pojo/envolvido/Documento
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testEquals   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DocumentoTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testEquals   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/envolvido/Documento
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DocumentoTestCase
   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testGetsAndSets   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testGetsAndSets   ,   br/gov/dpf/epol/pojo/envolvido/Documento
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testGetsAndSets   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DocumentoTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testGetsAndSets   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testGetsAndSets   ,   br/gov/dpf/epol/pojo/envolvido/TipoDocumentoIdentificacao
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testGetsAndSets   ,   br/gov/dpf/epol/pojo/Auditavel
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testGetsAndSets   ,   br/gov/dpf/epol/pojo/egp/Estado
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testGetsAndSets   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testGetsAndSets   ,   br/gov/dpf/epol/pojo/egp/Municipio
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testGetsAndSets   ,   br/gov/dpf/epol/pojo/egp/Pais
   ,   br/gov/dpf/epol/pojo/envolvido/Documento
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DocumentoTestCase
   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testHashCode   ,   br/gov/dpf/epol/pojo/envolvido/Documento
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testHashCode   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DocumentoTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testHashCode   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/envolvido/Documento
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DocumentoTestCase
   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testNaoTemAnexos   ,   br/gov/dpf/epol/pojo/envolvido/Documento
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testNaoTemAnexos   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DocumentoTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testNaoTemAnexos   ,   br/gov/dpf/epol/pojo/anexo/Anexo
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testNaoTemAnexos   ,   br/gov/dpf/epol/pojo/Auditavel
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testNaoTemAnexos   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/envolvido/Documento
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DocumentoTestCase
   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testTemAnexos   ,   br/gov/dpf/epol/pojo/envolvido/Documento
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testTemAnexos   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DocumentoTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testTemAnexos   ,   br/gov/dpf/epol/pojo/anexo/Anexo
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testTemAnexos   ,   br/gov/dpf/epol/pojo/Auditavel
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testTemAnexos   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/envolvido/Documento
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DocumentoTestCase
   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testToString   ,   br/gov/dpf/epol/pojo/envolvido/Pessoa
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testToString   ,   br/gov/dpf/epol/pojo/envolvido/Documento
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testToString   ,   br/gov/dpf/epol/unidade/pojo/envolvido/DocumentoTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testToString   ,   br/gov/dpf/epol/pojo/envolvido/PessoaFisica
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testToString   ,   br/gov/dpf/epol/pojo/Auditavel
br.gov.dpf.epol.unidade.pojo.envolvido.DocumentoTestCase testToString   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/envolvido/endereco/Localidade
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/endereco/EnderecoTestCase
   ,   br/gov/dpf/epol/pojo/envolvido/endereco/TipoEndereco
   ,   br/gov/dpf/epol/pojo/egp/Estado
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/egp/Municipio
   ,   br/gov/dpf/epol/pojo/egp/Pais
br.gov.dpf.epol.unidade.pojo.envolvido.endereco.EnderecoTestCase testConstrutorEndereco   ,   br/gov/dpf/epol/pojo/envolvido/endereco/Localidade
br.gov.dpf.epol.unidade.pojo.envolvido.endereco.EnderecoTestCase testConstrutorEndereco   ,   br/gov/dpf/epol/unidade/pojo/envolvido/endereco/EnderecoTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.endereco.EnderecoTestCase testConstrutorEndereco   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.endereco.EnderecoTestCase testConstrutorEndereco   ,   br/gov/dpf/epol/pojo/envolvido/endereco/Endereco
   ,   br/gov/dpf/epol/pojo/envolvido/endereco/Localidade
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/endereco/EnderecoTestCase
   ,   br/gov/dpf/epol/pojo/egp/Estado
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/egp/Municipio
   ,   br/gov/dpf/epol/pojo/egp/Pais
br.gov.dpf.epol.unidade.pojo.envolvido.endereco.EnderecoTestCase testEqualsEndereco   ,   br/gov/dpf/epol/pojo/envolvido/endereco/Localidade
br.gov.dpf.epol.unidade.pojo.envolvido.endereco.EnderecoTestCase testEqualsEndereco   ,   br/gov/dpf/epol/unidade/pojo/envolvido/endereco/EnderecoTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.endereco.EnderecoTestCase testEqualsEndereco   ,   br/gov/dpf/epol/util/TestListener
br.gov.dpf.epol.unidade.pojo.envolvido.endereco.EnderecoTestCase testEqualsEndereco   ,   br/gov/dpf/epol/pojo/envolvido/endereco/Endereco
   ,   br/gov/dpf/epol/pojo/envolvido/endereco/Localidade
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/endereco/EnderecoTestCase
   ,   br/gov/dpf/epol/pojo/egp/Estado
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/egp/Municipio
   ,   br/gov/dpf/epol/pojo/egp/Pais
br.gov.dpf.epol.unidade.pojo.envolvido.endereco.EnderecoTestCase testEqualsEstado   ,   br/gov/dpf/epol/unidade/pojo/envolvido/endereco/EnderecoTestCase
br.gov.dpf.epol.unidade.pojo.envolvido.endereco.EnderecoTestCase testEqualsEstado   ,   br/gov/dpf/epol/pojo/egp/Estado
br.gov.dpf.epol.unidade.pojo.envolvido.endereco.EnderecoTestCase testEqualsEstado   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/envolvido/endereco/Localidade
   ,   br/gov/dpf/epol/unidade/pojo/envolvido/endereco/EnderecoTestCase
   ,   br/gov/dpf/epol/pojo/egp/Estado
   ,   br/gov/dpf/epol/util/TestListener
   ,   br/gov/dpf/epol/pojo/egp/Municipio
   ,   br/gov/dpf/epol/pojo/egp/Pais
br.gov.dpf.epol.unidade.pojo.envolvido.endereco.EnderecoTestCase testEqualsLocalidade   ,   br/gov/dpf/epol/pojo/envolvido/endereco/Localidade
br.gov.dpf.epol.unidade.pojo.envolvido.endereco.EnderecoTestCase testEqualsLocalidade   ,   br/gov/dpf/epol/unidade/pojo/envolvido/endereco/EnderecoTestCase
